HighFraming,754.832
LowFraming,584.133
LowFraming,571.723
LowFraming,574.953
LowFraming,601.163
HighFraming,545.848
HighFraming,670.65
LowFraming,565.893
HighFraming,569.716
HighFraming,587.294
HighFraming,644.513
HighFraming,538.181
HighFraming,607.539
LowFraming,649.009
LowFraming,575.957
LowFraming,548.026
LowFraming,549.18
LowFraming,592.608
LowFraming,565.628
LowFraming,562.501
HighFraming,655.558
LowFraming,632.532
HighFraming,634.702
HighFraming,545.581
HighFraming,577.272
HighFraming,636.626
LowFraming,586.08
HighFraming,671.207
HighFraming,550.382
HighFraming,589.013
HighFraming,809.773
HighFraming,581.551
LowFraming,597.219
HighFraming,597.711
HighFraming,780.839
HighFraming,563.332
HighFraming,572.61
LowFraming,596.04
LowFraming,588.428
HighFraming,667.528
HighFraming,639.216
HighFraming,570.061
HighFraming,541.806
HighFraming,659.74
HighFraming,570.696
HighFraming,612.161
LowFraming,596.672
LowFraming,573.169
LowFraming,681.993
HighFraming,525.794
HighFraming,569.847
HighFraming,603.721
HighFraming,552.808
HighFraming,578.189
LowFraming,1029.197
LowFraming,615.975
HighFraming,899.779
HighFraming,592.95
HighFraming,1012.961
HighFraming,568.202
HighFraming,2178.043
HighFraming,746.35
HighFraming,594.435
LowFraming,552.737
LowFraming,557.33
HighFraming,622.243
LowFraming,609.143
HighFraming,575.495
LowFraming,539.37
HighFraming,554.238
HighFraming,635.972
HighFraming,677.227
HighFraming,605.149
HighFraming,582.791
LowFraming,632.545
LowFraming,710.472
LowFraming,558.824
LowFraming,579.035
LowFraming,565.673
HighFraming,551.164
LowFraming,610.338
LowFraming,583.698
HighFraming,641.471
LowFraming,593.709
LowFraming,603.243
LowFraming,556.715
LowFraming,639.31
HighFraming,702.573
LowFraming,655.141
HighFraming,573.503
HighFraming,564.842
HighFraming,713.238
LowFraming,559.103
LowFraming,605.425
LowFraming,622.514
HighFraming,667.661
LowFraming,651.219
LowFraming,964.233
LowFraming,1076.184
HighFraming,551.942
LowFraming,562.646
LowFraming,563.832
HighFraming,542.678
HighFraming,548.999
LowFraming,603.568
LowFraming,558.264
HighFraming,612.704
LowFraming,539.389
LowFraming,550.161
HighFraming,603.215
LowFraming,589.949
HighFraming,580.364
LowFraming,553.019
LowFraming,578.047
HighFraming,541.013
HighFraming,643.072
LowFraming,570.743
LowFraming,574.725
LowFraming,572.217
HighFraming,608.906
LowFraming,965.747
HighFraming,1366.451
HighFraming,614.665
LowFraming,625.665
HighFraming,562.732
LowFraming,554.878
LowFraming,582.76
HighFraming,974.347
LowFraming,636.109
HighFraming,583.545
HighFraming,618.272
LowFraming,609.632
HighFraming,603.751
LowFraming,566.37
HighFraming,590.128
LowFraming,596.2
HighFraming,2165.245
HighFraming,628.562
LowFraming,561.467
HighFraming,866.901
LowFraming,559.881
HighFraming,621.17
HighFraming,767.508
HighFraming,540.681
HighFraming,625.749
HighFraming,593.755
HighFraming,914.489
LowFraming,731.958
LowFraming,593.843
LowFraming,595.505
HighFraming,577.521
LowFraming,594.221
